Id	Name	Position	Salary
738	Матвей Белозеров	консультант	86000
739	Анфиса Степанова	техник	35000
740	Алина Кондратьева	аналитик	49000
741	Виктор Казаков	сотрудник	36000
742	Евгения Абрамова	аналитик	76000
743	Лидия Кузнецова	планировщик	63000
744	Маргарита Горбунова	аналитик	53000
745	Георгий Некрасов	планировщик	50000
746	Герман Гаврилов	специалист	99000
747	Зинаида Селезнева	аналитик	24000
748	Кира Орехова	координатор	94000
749	София Горшкова	консультант	26000
750	Григорий Колесников	аналитик	54000
751	Вера Орлова	дизайнер	53000
752	Марина Зыкова	помощник	70000
753	Ульяна Родионова	техник	71000
754	Надежда Комиссарова	сотрудник	58000
755	Оксана Алексеева	специалист	68000
756	Артём Сидоров	администратор	61000
757	Валентин Денисов	консультант	50000
758	Владимир Мясников	консультант	85000
